,Component,SMILES,Count
0,1-butanol,CCCCO,130
1,"1,4-butanediol",OCCCCO,109
2,"1,2-propanediol",CC(O)CO,85
3,"1,2-ethanediol",OCCO,79
4,"1,3-propanediol",OCCCO,64
5,"1,2-hexanediol",CCCCC(O)CO,53
