;Mixture;Count
0;1-butanol__2,2,4-trimethylpentane;80
1;1-butanol__methyl tert-butyl ether;66
2;2,2,4-trimethylpentane__methyl tert-butyl ether;55
3;ethanol__heptane;39
4;ethanol__water;20
5;tetrahydrofuran__water;20
6;1-butanol__water;11
7;isopropyl ether__2,2,4-trimethylpentane;10
8;isopropyl ether__heptane;10
9;2-methyl-2-propanol__water;6
