;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Mass density, kg/m3;Mass density, kg/m3_std
506938;j.fluid.2006.04.010;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.325;802.03;0.2
506940;j.fluid.2006.04.010;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.15;101.325;807.64;0.2
506942;j.fluid.2006.04.010;1-hexanol;CCCCCCO;25917-35-5;InChIKey=ZSIAUFGUXNUGDI-UHFFFAOYSA-N;303.15;101.325;812.05;0.2
508169;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;5000.0;807.3;0.5
508170;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;10000.0;810.9;0.5
508171;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;15000.0;814.3;0.5
508172;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;20000.0;817.7;0.5
508173;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;25000.0;821.0;0.5
508174;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;30000.0;824.0;0.5
508175;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;35000.0;827.0;0.5
508176;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;40000.0;829.9;0.5
508177;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;45000.0;832.7;0.5
508178;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;50000.0;835.4;0.5
508179;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;55000.0;838.1;0.5
508180;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;60000.0;840.7;0.5
508181;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;65000.0;843.2;0.5
508183;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;5000.0;799.2;0.5
508184;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;10000.0;802.9;0.5
508185;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;15000.0;806.7;0.5
508186;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;20000.0;810.1;0.5
508187;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;25000.0;813.6;0.5
508188;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;30000.0;816.7;0.5
508189;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;35000.0;819.8;0.5
508190;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;40000.0;822.9;0.5
508191;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;45000.0;825.8;0.5
508192;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;50000.0;828.8;0.5
508193;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;55000.0;831.6;0.5
508194;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;60000.0;834.2;0.5
508195;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;65000.0;837.0;0.5
508197;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;5000.0;791.9;0.5
508198;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;10000.0;795.9;0.5
508199;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;15000.0;799.7;0.5
508200;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;20000.0;803.3;0.5
508201;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;25000.0;806.8;0.5
508202;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;30000.0;810.2;0.5
508203;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;35000.0;813.5;0.5
508204;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;40000.0;816.6;0.5
508205;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;45000.0;819.7;0.5
508206;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;50000.0;822.7;0.5
508207;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;55000.0;825.5;0.5
508208;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;60000.0;828.3;0.5
508209;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;65000.0;831.0;0.5
508211;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;5000.0;783.7;0.5
508212;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;10000.0;788.0;0.5
508213;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;15000.0;792.0;0.5
508214;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;20000.0;795.8;0.5
508215;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;25000.0;799.7;0.5
508216;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;30000.0;803.2;0.5
508217;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;35000.0;806.6;0.5
508218;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;40000.0;809.9;0.5
508219;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;45000.0;813.0;0.5
508220;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;50000.0;816.1;0.5
508221;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;55000.0;819.0;0.5
508222;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;60000.0;821.8;0.5
508223;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;65000.0;824.6;0.5
508225;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;5000.0;775.4;0.5
508226;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;10000.0;780.0;0.5
508227;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;15000.0;784.3;0.5
508228;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;20000.0;788.4;0.5
508229;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;25000.0;792.0;0.5
508230;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;30000.0;795.7;0.5
508231;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;35000.0;799.2;0.5
508232;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;40000.0;802.6;0.5
508233;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;45000.0;805.9;0.5
508234;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;50000.0;809.1;0.5
508235;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;55000.0;812.3;0.5
508236;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;60000.0;815.2;0.5
508237;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;333.15;65000.0;818.1;0.5
508239;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;5000.0;757.6;0.5
508240;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;10000.0;762.7;0.5
508241;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;15000.0;767.6;0.5
508242;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;20000.0;772.1;0.5
508243;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;25000.0;776.3;0.5
508244;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;30000.0;780.4;0.5
508245;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;35000.0;784.1;0.5
508246;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;40000.0;787.7;0.5
508247;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;45000.0;791.8;0.5
508248;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;50000.0;795.1;0.5
508249;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;55000.0;798.5;0.5
508250;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;60000.0;801.7;0.5
508251;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;353.15;65000.0;805.0;0.5
508253;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;5000.0;766.0;0.5
508254;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;10000.0;770.7;0.5
508255;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;15000.0;775.3;0.5
508256;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;20000.0;779.6;0.5
508257;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;25000.0;783.7;0.5
508258;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;30000.0;787.6;0.5
508259;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;35000.0;791.2;0.5
508260;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;40000.0;794.7;0.5
508261;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;45000.0;798.3;0.5
508262;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;50000.0;801.6;0.5
508263;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;55000.0;804.6;0.5
508264;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;60000.0;807.7;0.5
508265;j.fluid.2006.05.032;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;343.15;65000.0;810.6;0.5
508267;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;5000.0;870.6;0.5
508268;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;10000.0;874.2;0.5
508269;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;15000.0;877.6;0.5
508270;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;20000.0;881.1;0.5
508271;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;25000.0;884.2;0.5
508272;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;30000.0;887.3;0.5
508273;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;35000.0;890.3;0.5
508274;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;40000.0;893.3;0.5
508275;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;45000.0;896.1;0.5
508276;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;50000.0;898.9;0.5
508277;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;55000.0;901.6;0.5
508278;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;60000.0;904.2;0.5
508279;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;293.15;65000.0;906.7;0.5
508281;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;5000.0;861.4;0.5
508282;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;10000.0;865.1;0.5
508283;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;15000.0;869.0;0.5
508284;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;20000.0;872.4;0.5
508285;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;25000.0;875.8;0.5
508286;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;30000.0;879.0;0.5
508287;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;35000.0;882.1;0.5
508288;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;40000.0;885.2;0.5
508289;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;45000.0;888.2;0.5
508290;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;50000.0;891.1;0.5
508291;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;55000.0;894.0;0.5
508292;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;60000.0;896.7;0.5
508293;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.15;65000.0;899.2;0.5
508295;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;5000.0;852.0;0.5
508296;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;10000.0;856.1;0.5
508297;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;15000.0;859.9;0.5
508298;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;20000.0;863.5;0.5
508299;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;25000.0;867.1;0.5
508300;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;30000.0;870.5;0.5
508301;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;35000.0;873.8;0.5
508302;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;40000.0;877.0;0.5
508303;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;45000.0;880.2;0.5
508304;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;50000.0;883.3;0.5
508305;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;55000.0;886.2;0.5
508306;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;60000.0;889.0;0.5
508307;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;65000.0;891.8;0.5
508309;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;5000.0;842.7;0.5
508310;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;10000.0;847.0;0.5
508311;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;15000.0;851.1;0.5
508312;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;20000.0;855.0;0.5
508313;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;25000.0;858.9;0.5
508314;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;30000.0;862.5;0.5
508315;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;35000.0;866.0;0.5
508316;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;40000.0;869.4;0.5
508317;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;45000.0;872.5;0.5
508318;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;50000.0;875.7;0.5
508319;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;55000.0;878.7;0.5
508320;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;60000.0;881.7;0.5
508321;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;323.15;65000.0;884.6;0.5
508323;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;5000.0;833.5;0.5
508324;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;10000.0;838.2;0.5
508325;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;15000.0;842.6;0.5
508326;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;20000.0;846.6;0.5
508327;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;25000.0;850.5;0.5
508328;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;30000.0;854.3;0.5
508329;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;35000.0;857.9;0.5
508330;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;40000.0;861.4;0.5
508331;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;45000.0;864.8;0.5
508332;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;50000.0;868.1;0.5
508333;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;55000.0;871.4;0.5
508334;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;60000.0;874.5;0.5
508335;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;333.15;65000.0;877.5;0.5
508337;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;343.15;5000.0;824.5;0.5
508338;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;343.15;10000.0;829.3;0.5
508339;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;343.15;15000.0;833.9;0.5
508340;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;343.15;20000.0;838.1;0.5
508341;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;343.15;25000.0;842.3;0.5
508342;j.fluid.2006.05.032;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;343.15;30000.0;846.2;0.5
