;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
331001;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.54579;318.15;101.0;1038.1;0.5
331002;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.45532;318.15;101.0;1052.6;0.5
331003;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.39323;318.15;101.0;1063.9;0.5
331004;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.31756;318.15;101.0;1079.8;0.5
331005;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.2621;318.15;101.0;1092.5;0.5
331006;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.2049;318.15;101.0;1107.8;0.5
331007;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.14265;318.15;101.0;1125.6;0.5
331008;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.07555;318.15;101.0;1146.9;0.5
331009;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.03101;318.15;101.0;1162.1;0.5
331010;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.0;318.15;101.0;1173.4;0.5
331011;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;1.0;328.15;101.0;959.4;0.5
331012;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.98101;328.15;101.0;959.7;0.5
331013;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.96192;328.15;101.0;959.7;0.5
331014;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.94221;328.15;101.0;960.2;0.5
331015;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.90776;328.15;101.0;961.8;0.5
331016;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.86827;328.15;101.0;964.3;0.5
331017;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.80947;328.15;101.0;968.8;0.5
331018;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.74202;328.15;101.0;974.8;0.5
331019;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.67875;328.15;101.0;981.6;0.5
331020;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.60674;328.15;101.0;990.4;0.5
331021;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.54579;328.15;101.0;999.2;0.5
331022;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.45532;328.15;101.0;1014.1;0.5
331023;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.39323;328.15;101.0;1025.9;0.5
331024;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.31756;328.15;101.0;1042.5;0.5
331025;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.2621;328.15;101.0;1056.1;0.5
331026;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.2049;328.15;101.0;1071.7;0.5
331027;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.14265;328.15;101.0;1090.3;0.5
331028;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.07555;328.15;101.0;1112.6;0.5
331029;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.03101;328.15;101.0;1128.6;0.5
331030;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.0;328.15;101.0;1140.4;0.5
452685;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;1.0;298.15;101.0;1036.36;0.5
452686;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.9367;298.15;101.0;1050.64;0.5
452687;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.87553;298.15;101.0;1063.64;0.5
452688;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.79526;298.15;101.0;1079.53;0.5
452689;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.73469;298.15;101.0;1091.27;0.5
452690;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.6708;298.15;101.0;1103.53;0.5
452691;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.60012;298.15;101.0;1117.3;0.5
452692;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.54509;298.15;101.0;1128.27;0.5
452693;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.46519;298.15;101.0;1144.35;0.5
452694;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.39158;298.15;101.0;1159.35;0.5
452695;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.34009;298.15;101.0;1170.28;0.5
452696;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.26466;298.15;101.0;1185.73;0.5
452697;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.19301;298.15;101.0;1200.68;0.5
452698;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.13153;298.15;101.0;1213.63;0.5
452699;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.06569;298.15;101.0;1227.03;0.5
452700;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.03132;298.15;101.0;1233.87;0.5
452701;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.0;298.15;101.0;1240.02;0.5
452702;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;1.0;308.15;101.0;990.57;0.5
452703;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.9367;308.15;101.0;1005.42;0.5
452704;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.87553;308.15;101.0;1019.05;0.5
452705;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.79526;308.15;101.0;1036.04;0.5
452706;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.73469;308.15;101.0;1048.42;0.5
452707;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.6708;308.15;101.0;1061.45;0.5
452708;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.60012;308.15;101.0;1076.09;0.5
452709;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.54509;308.15;101.0;1087.4;0.5
452710;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.46519;308.15;101.0;1104.62;0.5
452711;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.39158;308.15;101.0;1120.54;0.5
452712;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.34009;308.15;101.0;1131.88;0.5
452713;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.26466;308.15;101.0;1148.58;0.5
452714;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.19301;308.15;101.0;1164.51;0.5
452715;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.13153;308.15;101.0;1178.39;0.5
452716;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.06569;308.15;101.0;1192.65;0.5
452717;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.03132;308.15;101.0;1199.98;0.5
452718;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.0;308.15;101.0;1206.63;0.5
452719;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;1.0;318.15;101.0;944.94;0.5
452720;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.9367;318.15;101.0;960.39;0.5
452721;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.87553;318.15;101.0;974.75;0.5
452722;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.79526;318.15;101.0;992.74;0.5
452723;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.73469;318.15;101.0;1005.68;0.5
452724;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.6708;318.15;101.0;1019.51;0.5
452725;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.60012;318.15;101.0;1034.93;0.5
452726;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.54509;318.15;101.0;1047.16;0.5
452727;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.46519;318.15;101.0;1065.25;0.5
452728;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.39158;318.15;101.0;1081.97;0.5
452729;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.34009;318.15;101.0;1094.05;0.5
452730;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.26466;318.15;101.0;1111.66;0.5
452731;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.19301;318.15;101.0;1128.46;0.5
452732;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.13153;318.15;101.0;1143.03;0.5
452733;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.06569;318.15;101.0;1158.43;0.5
452734;j.jct.2015.06.009;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1-butanol__methyl tert-butyl ether;0.03132;318.15;101.0;1166.28;0.5
