;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Excess molar enthalpy (molar enthalpy of mixing), kJ/mol;Excess molar enthalpy (molar enthalpy of mixing), kJ/mol_std
200143;j.jct.2010.10.002;neohexane;tetrahydrofuran;CCC(C)(C)C;C1CCOC1;75-83-2;77392-70-2;InChIKey=HNRMPXKDFBEGFZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;neohexane__tetrahydrofuran;;298.15;101.0;0.6847;0.0034235
200144;j.jct.2010.10.002;neohexane;tetrahydrofuran;CCC(C)(C)C;C1CCOC1;75-83-2;77392-70-2;InChIKey=HNRMPXKDFBEGFZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;neohexane__tetrahydrofuran;;298.15;101.0;0.5234;0.002617
200145;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.05;298.15;101.0;0.1267;0.0006335
200146;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.0999;298.15;101.0;0.2417;0.0012085
200147;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.15;298.15;101.0;0.3433;0.0017165
200148;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.2;298.15;101.0;0.4316;0.002158
200149;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.25;298.15;101.0;0.5071;0.0025355
200150;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.3;298.15;101.0;0.5667;0.0028335
200151;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.35;298.15;101.0;0.6147;0.0030735
200152;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.4;298.15;101.0;0.6481;0.0032405
200153;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.4499;298.15;101.0;0.6695;0.0033475
200154;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.5002;298.15;101.0;0.6779;0.0033895
200155;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.5002;298.15;101.0;0.678;0.00339
200156;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.5502;298.15;101.0;0.6712;0.003356
200157;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.6;298.15;101.0;0.6521;0.0032605
200158;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.6502;298.15;101.0;0.619;0.003095
200159;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.6999;298.15;101.0;0.5763;0.0028815
200160;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.75;298.15;101.0;0.5166;0.002583
200161;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.7999;298.15;101.0;0.445;0.002225
200162;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.85;298.15;101.0;0.3569;0.0017845
200163;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.9;298.15;101.0;0.2557;0.0012785
200164;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;0.95;298.15;101.0;0.1371;0.0006855
200165;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;;298.15;101.0;0.5108;0.002554
200166;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;;298.15;101.0;0.6769;0.0033845
200167;j.jct.2010.10.002;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;79-29-8;77392-70-2;InChIKey=ZFFMLCVRJBZUDZ-UHFFFAOYSA-N;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;diisopropyl__tetrahydrofuran;;298.15;101.0;0.5121;0.0025605
564672;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.0502;298.15;101.0;0.06715;0.0006715
564673;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.1001;298.15;101.0;0.14002;0.0014002
564674;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.1504;298.15;101.0;0.21084;0.0021084
564675;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.2002;298.15;101.0;0.27646;0.0027646
564676;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.2504;298.15;101.0;0.33899;0.0033899
564677;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.3;298.15;101.0;0.39564;0.0039564
564678;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.3502;298.15;101.0;0.44914;0.0044914
564679;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.4;298.15;101.0;0.49767;0.0049767
564680;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.4498;298.15;101.0;0.5404;0.005404
564681;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.5006;298.15;101.0;0.57891;0.0057891
564682;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.55;298.15;101.0;0.60564;0.0060564
564683;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.5997;298.15;101.0;0.62363;0.0062363
564684;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.6497;298.15;101.0;0.63088;0.0063088
564685;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.6998;298.15;101.0;0.62475;0.0062475
564686;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.7498;298.15;101.0;0.60868;0.0060868
564687;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.7995;298.15;101.0;0.57993;0.0057993
564688;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.8501;298.15;101.0;0.53622;0.0053622
564689;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.9;298.15;101.0;0.47331;0.0047331
564690;j.fluid.2009.11.010;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.9506;298.15;101.0;0.37388;0.0037388
586261;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.07;303.15;101.0;0.0462;0.000924
586262;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.113;303.15;101.0;0.0782;0.001564
586263;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.151;303.15;101.0;0.1046;0.002092
586264;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.171;303.15;101.0;0.12;0.0024
586265;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.27;303.15;101.0;0.1907;0.003814
586266;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.356;303.15;101.0;0.2431;0.004862
586267;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.495;303.15;101.0;0.3199;0.006398
586268;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.558;303.15;101.0;0.3608;0.007216
586269;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.646;303.15;101.0;0.3769;0.007538
586270;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.71;303.15;101.0;0.3875;0.00775
586271;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.772;303.15;101.0;0.3792;0.007584
586272;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.842;303.15;101.0;0.3218;0.006436
586273;j.fluid.2010.08.024;1-butanol;isopropyl ether;CCCCO;CC(C)OC(C)C;107569-51-7;108-20-3;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;1-butanol__1-methyl-1-(1-methylethoxy)ethane;0.5;303.15;101.0;0.3266;0.009798
586328;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.5;303.15;101.0;0.2564;0.007692
586329;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.089;303.15;101.0;0.0844;0.002532
586330;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.167;303.15;101.0;0.1443;0.004329
586331;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.248;303.15;101.0;0.1922;0.005766
586332;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.304;303.15;101.0;0.2187;0.006561
586333;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.39;303.15;101.0;0.2456;0.007368
586334;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.497;303.15;101.0;0.2559;0.007677
586335;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.584;303.15;101.0;0.2486;0.007458
586336;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.694;303.15;101.0;0.2173;0.006519
586337;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.779;303.15;101.0;0.1753;0.005259
586338;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.865;303.15;101.0;0.12;0.0036
586339;j.fluid.2010.08.024;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;108-20-3;142-82-5;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;1-methyl-1-(1-methylethoxy)ethane__heptane;0.911;303.15;101.0;0.0837;0.002511
609478;j.fluid.2011.11.005;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.0502;313.15;101.0;0.1049;0.001049
609479;j.fluid.2011.11.005;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.1001;313.15;101.0;0.2036;0.002036
609480;j.fluid.2011.11.005;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.1505;313.15;101.0;0.3013;0.003013
609481;j.fluid.2011.11.005;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.2003;313.15;101.0;0.3928;0.003928
609482;j.fluid.2011.11.005;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.2505;313.15;101.0;0.4803;0.004803
609483;j.fluid.2011.11.005;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.3001;313.15;101.0;0.5599;0.005599
609484;j.fluid.2011.11.005;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.3504;313.15;101.0;0.6347;0.006347
609485;j.fluid.2011.11.005;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.4001;313.15;101.0;0.7006;0.007006
