;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Mass density, kg/m3;Mass density, kg/m3_std
220184;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0396;298.15;101.0;803.24;0.1
220185;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0498;298.15;101.0;802.54;0.1
220186;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0601;298.15;101.0;801.84;0.1
220187;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0699;298.15;101.0;801.16;0.1
220188;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0804;298.15;101.0;800.44;0.1
220189;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0898;298.15;101.0;799.79;0.1
220190;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.1006;298.15;101.0;798.99;0.1
220191;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.1507;298.15;101.0;795.53;0.1
220192;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.1993;298.15;101.0;792.17;0.1
220193;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.2516;298.15;101.0;788.55;0.1
220194;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.3022;298.15;101.0;785.01;0.1
220195;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.3515;298.15;101.0;781.6;0.1
220196;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.4031;298.15;101.0;777.98;0.1
220197;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.4497;298.15;101.0;774.73;0.1
220198;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.4999;298.15;101.0;771.23;0.1
220199;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.5485;298.15;101.0;767.84;0.1
220200;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.5953;298.15;101.0;764.57;0.1
220201;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.6445;298.15;101.0;761.14;0.1
220202;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.6999;298.15;101.0;757.24;0.1
220203;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.7466;298.15;101.0;753.92;0.1
220204;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.8067;298.15;101.0;749.65;0.1
220205;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.8404;298.15;101.0;747.22;0.1
220206;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.8695;298.15;101.0;745.15;0.1
220207;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.8983;298.15;101.0;743.0;0.1
220208;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9092;298.15;101.0;742.21;0.1
220209;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9188;298.15;101.0;741.51;0.1
220210;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9299;298.15;101.0;740.69;0.1
220211;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9398;298.15;101.0;739.96;0.1
220212;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9492;298.15;101.0;739.25;0.1
220213;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9607;298.15;101.0;738.39;0.1
220214;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9697;298.15;101.0;737.75;0.1
220215;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9796;298.15;101.0;737.01;0.1
220216;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9902;298.15;101.0;736.22;0.1
220217;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0104;303.15;101.0;801.38;0.1
220218;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0243;303.15;101.0;800.43;0.1
220219;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0294;303.15;101.0;800.06;0.1
220220;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0396;303.15;101.0;799.35;0.1
220221;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0498;303.15;101.0;798.63;0.1
220222;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0601;303.15;101.0;797.91;0.1
220223;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0699;303.15;101.0;797.21;0.1
220224;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0804;303.15;101.0;796.49;0.1
220225;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0898;303.15;101.0;795.81;0.1
220226;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.1006;303.15;101.0;795.0;0.1
220227;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.1507;303.15;101.0;791.47;0.1
220228;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.1993;303.15;101.0;788.04;0.1
220229;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.2516;303.15;101.0;784.35;0.1
220230;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.3022;303.15;101.0;780.75;0.1
220231;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.3515;303.15;101.0;777.25;0.1
220232;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.4031;303.15;101.0;773.56;0.1
220233;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.4497;303.15;101.0;770.24;0.1
220234;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.4999;303.15;101.0;766.66;0.1
220235;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.5485;303.15;101.0;763.2;0.1
220236;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.5953;303.15;101.0;759.86;0.1
220237;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.6445;303.15;101.0;756.35;0.1
220238;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.6999;303.15;101.0;752.37;0.1
220239;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.7466;303.15;101.0;748.98;0.1
220240;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.8067;303.15;101.0;744.63;0.1
220241;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.8404;303.15;101.0;742.14;0.1
220242;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.8695;303.15;101.0;740.03;0.1
220243;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.8983;303.15;101.0;737.86;0.1
220244;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9092;303.15;101.0;737.05;0.1
220245;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9188;303.15;101.0;736.33;0.1
220246;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9299;303.15;101.0;735.5;0.1
220247;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9398;303.15;101.0;734.74;0.1
220248;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9492;303.15;101.0;734.03;0.1
220249;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9607;303.15;101.0;733.15;0.1
220250;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9697;303.15;101.0;732.49;0.1
220251;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9796;303.15;101.0;731.74;0.1
220252;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.9902;303.15;101.0;730.94;0.1
220253;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0104;308.15;101.0;797.5;0.1
220254;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0243;308.15;101.0;796.52;0.1
220255;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0294;308.15;101.0;796.14;0.1
220256;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0396;308.15;101.0;795.41;0.1
220257;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0498;308.15;101.0;794.68;0.1
220258;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0601;308.15;101.0;793.95;0.1
220259;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0699;308.15;101.0;793.24;0.1
220260;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0804;308.15;101.0;792.5;0.1
220261;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.0898;308.15;101.0;791.81;0.1
220262;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.1006;308.15;101.0;790.98;0.1
220263;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.1507;308.15;101.0;787.38;0.1
220264;j.jct.2011.02.018;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;107569-51-7;1634-04-4;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;butan-1-ol__methyl tert-butyl ether;0.1993;308.15;101.0;783.88;0.1
