;InChI;Count;Component;SMILES
0;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;390;oxidane;O
1;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;239;Butane-1,4-diol;OCCCCO
2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;130;Butan-1-ol;CCCCO
3;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;85;PROPANE-1,2-DIOL;CC(O)CO
4;InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N;79;Ethane-1,2-diol;OCCO
5;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;64;Propane-1,3-diol;OCCCO
6;InChIKey=FHKSXSQHXQEMOK-UHFFFAOYSA-N;53;hexane-1,2-diol;CCCCC(O)CO
