,Component,SMILES,Count
0,methyl alcohol,CCCO,105
1,2-methyl-1-propanol,CC(C)O,105
2,n-propyl alcohol,CO,105
3,1-butanol,CCCCO,105
4,2-propanol,CC(C)CO,105
5,tert-butanol,CC(C)(C)O,95
6,dibutyl ether,CCCCOCCCC,90
7,"2,5,8-trioxanonane",CCCCCCCCC,66
8,nonane,COCCOCCOC,66
9,heptane,CCCCCCC,64
10,octane,CCCCCCCC,45
11,water,O,34
