,Component,SMILES,Count
0,methanol,CO,515
1,ethanol,CCO,105
2,"1,2-dimethoxyethane",COCCOC,97
3,1-pentanol,CCCCCO,90
4,nonane,CCCCCCCCC,66
5,octane,CCCCCCCC,45
6,"2,5,8-trioxanonane",COCCOCCOC,33
7,"1,2-ethanediol",OCCO,10
8,"1,3-propanediol",OCC(O)CO,8
9,glycerol,CC(O)CO,8
10,"1,2-propanediol",OCCCO,8
