;Filename;Count
0;je050261u;585
1;j.jct.2012.09.026;433
2;j.jct.2010.10.018;360
3;j.jct.2011.02.018;284
4;je0501639;189
5;je060335h;164
6;j.jct.2005.06.010;133
7;je800504n;128
8;j.jct.2013.12.028;117
9;je800150h;108
10;j.fluid.2014.05.032;100
11;je600554h;99
12;j.jct.2009.06.014;90
13;j.jct.2012.08.033;90
14;je300632p;88
15;j.jct.2004.12.002;84
16;je700300y;84
17;j.jct.2013.05.009;80
18;cs.jced.5b00009;77
19;je900722;72
20;je100484n;70
21;j.jct.2011.10.009;70
22;j.jct.2015.06.009;67
23;je049655w;63
24;j.fluid.2015.07.012;56
25;je060179e;55
26;j.jct.2009.01.008;55
27;j.jct.2007.02.008;39
28;je9001416;39
29;j.jct.2007.05.004;37
30;je0601098;36
31;je4003515;23
32;je600565;18
33;je900743e;15
34;je700618y;15
35;j.fluid.2012.06.031;13
36;je700094y;11
37;j.jct.2006.09.006;11
38;je900064e;10
39;j.jct.2006.01.007;6
