;Filename;Count
0;j.jct.2013.05.009;80
1;j.jct.2015.06.009;66
2;j.jct.2009.01.008;55
3;j.jct.2007.02.008;39
4;je0601098;36
5;j.tca.2005.10.008;20
6;je900064e;8
7;j.jct.2006.08.007;7
8;j.jct.2006.01.007;6
