;Mixture;x1;x2;SMILES1;SMILES2;Count dens binary;Count actcoeff binary;Count sos binary;Count dielec binary;Count eme binary;Count emcp binary;Mixture Count emv binary;Mixture Count all
51;1-propanol__water;1-propanol;water;CCCO;O;172.0;0.0;27.0;0.0;0.0;0.0;0.0;199.0
37;3,6-dioxaoctane__water;3,6-dioxaoctane;water;CCOCCOCC;O;196.0;0.0;0.0;0.0;0.0;0.0;0.0;196.0
74;2-phenylethanol__2-propanol;2-phenylethanol;2-propanol;OCCc1ccccc1;CC(C)O;129.0;0.0;66.0;0.0;0.0;0.0;0.0;195.0
205;1-butanol__dibutyl ether;1-butanol;dibutyl ether;CCCCO;CCCCOCCCC;55.0;0.0;55.0;0.0;84.0;0.0;0.0;194.0
49;nonane__methyl tert-butyl ether;nonane;methyl tert-butyl ether;CCCCCCCCC;COC(C)(C)C;173.0;0.0;0.0;0.0;20.0;0.0;0.0;193.0
70;1-butanol__benzene;1-butanol;benzene;CCCCO;c1ccccc1;138.0;0.0;0.0;0.0;51.0;0.0;0.0;189.0
47;cyclohexylmethanol__water;cyclohexylmethanol;water;OCC1CCCCC1;O;176.0;0.0;0.0;0.0;0.0;0.0;0.0;176.0
48;2-cyclohexylethanol__water;2-cyclohexylethanol;water;OCCC1CCCCC1;O;175.0;0.0;0.0;0.0;0.0;0.0;0.0;175.0
186;1-butanol__hexane;1-butanol;hexane;CCCCO;CCCCCC;60.0;0.0;60.0;0.0;23.0;0.0;31.0;174.0
50;diethoxymethane__water;diethoxymethane;water;CCOCOCC;O;173.0;0.0;0.0;0.0;0.0;0.0;0.0;173.0
57;2,5,8-trioxanonane__water;2,5,8-trioxanonane;water;COCCOCCOC;O;154.0;0.0;18.0;0.0;0.0;0.0;0.0;172.0
59;ethanol__2,2,4-trimethylpentane;ethanol;2,2,4-trimethylpentane;CCO;CC(C)CC(C)(C)C;150.0;0.0;0.0;0.0;19.0;0.0;0.0;169.0
127;2-propanol__cyclohexane;2-propanol;cyclohexane;CC(C)O;C1CCCCC1;78.0;0.0;78.0;0.0;9.0;0.0;0.0;165.0
53;pentaerythritol__water;pentaerythritol;water;OCC(CO)(CO)CO;O;165.0;0.0;0.0;0.0;0.0;0.0;0.0;165.0
124;1-hexanol__1-butoxy-2-propanol;1-hexanol;1-butoxy-2-propanol;CCCCCCO;CCCCOCC(C)O;80.0;0.0;80.0;0.0;0.0;0.0;0.0;160.0
123;1-octanol__1-butoxy-2-propanol;1-octanol;1-butoxy-2-propanol;CCCCCCCCO;CCCCOCC(C)O;80.0;0.0;80.0;0.0;0.0;0.0;0.0;160.0
55;cyclooctanol__water;cyclooctanol;water;OC1CCCCCCC1;O;156.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0
56;2,2-dimethyl-1,3-propanediol__water;2,2-dimethyl-1,3-propanediol;water;CC(C)(CO)CO;O;156.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0
137;toluene__2,2,4-trimethylpentane;toluene;2,2,4-trimethylpentane;Cc1ccccc1;CC(C)CC(C)(C)C;77.0;0.0;77.0;0.0;0.0;0.0;0.0;154.0
58;methanol__methyl tert-butyl ether;methanol;methyl tert-butyl ether;CO;COC(C)(C)C;151.0;0.0;0.0;0.0;0.0;0.0;0.0;151.0
80;ethanol__cyclohexane;ethanol;cyclohexane;CCO;C1CCCCC1;111.0;0.0;39.0;0.0;0.0;0.0;0.0;150.0
141;dibutyl ether__ethanol, 2-propoxy-;dibutyl ether;ethanol, 2-propoxy-;CCCCOCCCC;CCCOCCO;73.0;0.0;73.0;0.0;0.0;0.0;0.0;146.0
143;ethanol__isooctane;ethanol;isooctane;CCO;CCCCCC(C)C;72.0;0.0;72.0;0.0;0.0;0.0;0.0;144.0
62;butan-1-ol__methyl tert-butyl ether;butan-1-ol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;144.0;0.0;0.0;0.0;0.0;0.0;0.0;144.0
61;2-propanol__methyl tert-butyl ether;2-propanol;methyl tert-butyl ether;CC(C)O;COC(C)(C)C;144.0;0.0;0.0;0.0;0.0;0.0;0.0;144.0
214;butan-1-ol__butane, 1,4-dihydroxy-;butan-1-ol;butane, 1,4-dihydroxy-;CCCCO;OCCCCO;50.0;0.0;54.0;0.0;0.0;0.0;40.0;144.0
65;ethanol__methyl tert-butyl ether;ethanol;methyl tert-butyl ether;CCO;COC(C)(C)C;140.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0
145;2-butoxyethanol__1-octanol;2-butoxyethanol;1-octanol;CCCCOCCO;CCCCCCCCO;70.0;0.0;70.0;0.0;0.0;0.0;0.0;140.0
149;1-hexanol__2-butoxyethanol;1-hexanol;2-butoxyethanol;CCCCCCO;CCCCOCCO;70.0;0.0;70.0;0.0;0.0;0.0;0.0;140.0
148;2-propanol__2-butoxyethanol;2-propanol;2-butoxyethanol;CC(C)O;CCCCOCCO;70.0;0.0;70.0;0.0;0.0;0.0;0.0;140.0
147;2-butanol__2-butoxyethanol;2-butanol;2-butoxyethanol;CCC(C)O;CCCCOCCO;70.0;0.0;70.0;0.0;0.0;0.0;0.0;140.0
64;propan-1-ol__methyl tert-butyl ether;propan-1-ol;methyl tert-butyl ether;CCCO;COC(C)(C)C;140.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0
146;1-propanol__2-butoxyethanol;1-propanol;2-butoxyethanol;CCCO;CCCCOCCO;70.0;0.0;70.0;0.0;0.0;0.0;0.0;140.0
67;pentylcarbinol__methyl tert-butyl ether;pentylcarbinol;methyl tert-butyl ether;CCCCCCO;COC(C)(C)C;140.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0
66;pentan-1-ol__methyl tert-butyl ether;pentan-1-ol;methyl tert-butyl ether;CCCCCO;COC(C)(C)C;140.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0
150;1-butanol__2-butoxyethanol;1-butanol;2-butoxyethanol;CCCCO;CCCCOCCO;70.0;0.0;70.0;0.0;0.0;0.0;0.0;140.0
68;ribitol__water;ribitol;water;OC[C@@H](O)[C@@H](O)[C@@H](O)CO;O;139.0;0.0;0.0;0.0;0.0;0.0;0.0;139.0
69;3-methylpentane-1,5-diol__water;3-methylpentane-1,5-diol;water;CC(CCO)CCO;O;138.0;0.0;0.0;0.0;0.0;0.0;0.0;138.0
113;benzene__methylcyclohexane;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;85.0;0.0;50.0;0.0;0.0;0.0;0.0;135.0
111;methylcyclohexane__toluene;methylcyclohexane;toluene;CC1CCCCC1;Cc1ccccc1;85.0;0.0;50.0;0.0;0.0;0.0;0.0;135.0
152;nonane__2,5,8-trioxanonane;nonane;2,5,8-trioxanonane;CCCCCCCCC;COCCOCCOC;69.0;0.0;0.0;66.0;0.0;0.0;0.0;135.0
77;ethanol__2-methyl-1-butanol;ethanol;2-methyl-1-butanol;CCO;CCC(C)CO;116.0;0.0;18.0;0.0;0.0;0.0;0.0;134.0
197;1-octanol__dibutyl ether;1-octanol;dibutyl ether;CCCCCCCCO;CCCCOCCCC;56.0;0.0;56.0;0.0;22.0;0.0;0.0;134.0
153;1-butanol__methyl tert-butyl ether;1-butanol;methyl tert-butyl ether;CCCCO;COC(C)(C)C;67.0;0.0;66.0;0.0;0.0;0.0;0.0;133.0
160;2-propanol__tert-butanol;2-propanol;tert-butanol;CC(C)O;CC(C)(C)O;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
154;benzenemethanol__1,2-butanediol;benzenemethanol;1,2-butanediol;OCc1ccccc1;CCC(O)CO;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
156;2-phenylethanol__1-propanol;2-phenylethanol;1-propanol;OCCc1ccccc1;CCCO;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
157;1-propanol__tert-butanol;1-propanol;tert-butanol;CCCO;CC(C)(C)O;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
159;2-phenylethanol__1,2-butanediol;2-phenylethanol;1,2-butanediol;OCCc1ccccc1;CCC(O)CO;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
161;(RS)-2-butanol__1,2-butanediol;(RS)-2-butanol;1,2-butanediol;CCC(C)O;CCC(O)CO;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
163;1,2-dimethoxyethane__nonane;1,2-dimethoxyethane;nonane;COCCOC;CCCCCCCCC;66.0;0.0;0.0;66.0;0.0;0.0;0.0;132.0
97;toluene__cyclohexane;toluene;cyclohexane;Cc1ccccc1;C1CCCCC1;93.0;0.0;39.0;0.0;0.0;0.0;0.0;132.0
165;2-propanol__1,3-propanediol;2-propanol;1,3-propanediol;CC(C)O;OCCCO;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
171;1,3-butanediol__1,2-butanediol;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
172;1-propanol__1,3-propanediol;1-propanol;1,3-propanediol;CCCO;OCCCO;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
195;1-pentanol__dibutyl ether;1-pentanol;dibutyl ether;CCCCCO;CCCCOCCCC;56.0;0.0;56.0;0.0;19.0;0.0;0.0;131.0
73;1-propanol__benzene;1-propanol;benzene;CCCO;c1ccccc1;131.0;0.0;0.0;0.0;0.0;0.0;0.0;131.0
697;1-butanol__1,4-butanediol;1-butanol;1,4-butanediol;CCCCO;OCCCCO;0.0;0.0;0.0;0.0;0.0;130.0;0.0;130.0
176;octane__methyl tert-butyl ether;octane;methyl tert-butyl ether;CCCCCCCC;COC(C)(C)C;64.0;0.0;65.0;0.0;0.0;0.0;0.0;129.0
179;1-butanol__2-(2-methoxyethoxy)ethanol;1-butanol;2-(2-methoxyethoxy)ethanol;CCCCO;COCCOCCO;63.0;0.0;63.0;0.0;0.0;0.0;0.0;126.0
185;2-methoxyethanol__2-(2-methoxyethoxy)ethanol;2-methoxyethanol;2-(2-methoxyethoxy)ethanol;COCCO;COCCOCCO;61.0;0.0;61.0;0.0;0.0;0.0;0.0;122.0
76;methanol__benzene;methanol;benzene;CO;c1ccccc1;121.0;0.0;0.0;0.0;0.0;0.0;0.0;121.0
189;1-butanol__3,6-dioxa-1-octanol;1-butanol;3,6-dioxa-1-octanol;CCCCO;CCOCCOCCO;60.0;0.0;60.0;0.0;0.0;0.0;0.0;120.0
266;ethanol__hexane;ethanol;hexane;CCO;CCCCCC;39.0;0.0;39.0;0.0;17.0;0.0;23.0;118.0
281;benzene__tetrahydropyran;benzene;tetrahydropyran;c1ccccc1;C1CCOCC1;36.0;0.0;50.0;0.0;14.0;0.0;14.0;114.0
284;toluene__tetrahydropyran;toluene;tetrahydropyran;Cc1ccccc1;C1CCOCC1;36.0;0.0;50.0;0.0;14.0;0.0;14.0;114.0
192;2-methoxyethanol__2-butoxyethanol;2-methoxyethanol;2-butoxyethanol;COCCO;CCCCOCCO;57.0;0.0;57.0;0.0;0.0;0.0;0.0;114.0
78;2,5-hexanediol__water;2,5-hexanediol;water;CC(O)CCC(C)O;O;114.0;0.0;0.0;0.0;0.0;0.0;0.0;114.0
228;1-butanol__octane;1-butanol;octane;CCCCO;CCCCCCCC;48.0;0.0;48.0;0.0;16.0;0.0;0.0;112.0
200;1-heptanol__dibutyl ether;1-heptanol;dibutyl ether;CCCCCCCO;CCCCOCCCC;55.0;0.0;55.0;0.0;0.0;0.0;0.0;110.0
199;2,2,4-trimethylpentane__methyl tert-butyl ether;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;55.0;0.0;55.0;0.0;0.0;0.0;0.0;110.0
81;1-propanol__2,2,4-trimethylpentane;1-propanol;2,2,4-trimethylpentane;CCCO;CC(C)CC(C)(C)C;108.0;0.0;0.0;0.0;0.0;0.0;0.0;108.0
100;2-(2-methoxyethoxy)ethanol__water;2-(2-methoxyethoxy)ethanol;water;COCCOCCO;O;91.0;0.0;16.0;0.0;0.0;0.0;0.0;107.0
121;1,4-dimethylbenzene__cyclohexane;1,4-dimethylbenzene;cyclohexane;Cc1ccc(C)cc1;C1CCCCC1;81.0;0.0;26.0;0.0;0.0;0.0;0.0;107.0
83;glycerin__water;glycerin;water;OCC(O)CO;O;107.0;0.0;0.0;0.0;0.0;0.0;0.0;107.0
142;1,3-benzenediol__water;1,3-benzenediol;water;Oc1cccc(O)c1;O;72.0;0.0;35.0;0.0;0.0;0.0;0.0;107.0
118;2,2-bis(hydroxymethyl)-1,3-propanediol__water;2,2-bis(hydroxymethyl)-1,3-propanediol;water;OCC(CO)(CO)CO;O;84.0;0.0;22.0;0.0;0.0;0.0;0.0;106.0
85;propylene glycol__water;propylene glycol;water;CC(O)CO;O;106.0;0.0;0.0;0.0;0.0;0.0;0.0;106.0
595;methanol__1-propanol;methanol;1-propanol;CO;CCCO;0.0;0.0;0.0;105.0;0.0;0.0;0.0;105.0
594;methanol__1-butanol;methanol;1-butanol;CO;CCCCO;0.0;0.0;0.0;105.0;0.0;0.0;0.0;105.0
593;methanol__2-methyl-1-propanol;methanol;2-methyl-1-propanol;CO;CC(C)CO;0.0;0.0;0.0;105.0;0.0;0.0;0.0;105.0
88;2-(2-methoxyethoxy)ethanol__tert-butyl ethyl ether;2-(2-methoxyethoxy)ethanol;tert-butyl ethyl ether;COCCOCCO;CCOC(C)(C)C;105.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0
87;2-methoxyethanol__tert-butyl ethyl ether;2-methoxyethanol;tert-butyl ethyl ether;COCCO;CCOC(C)(C)C;105.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0
86;methanol__ethylbenzene;methanol;ethylbenzene;CO;CCc1ccccc1;105.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0
592;methanol__2-propanol;methanol;2-propanol;CO;CC(C)O;0.0;0.0;0.0;105.0;0.0;0.0;0.0;105.0
193;toluene__methyl tert-butyl ether;toluene;methyl tert-butyl ether;Cc1ccccc1;COC(C)(C)C;57.0;0.0;46.0;0.0;0.0;0.0;0.0;103.0
233;1,2-ethanediol__1-nonanol;1,2-ethanediol;1-nonanol;OCCO;CCCCCCCCCO;48.0;0.0;55.0;0.0;0.0;0.0;0.0;103.0
177;1-propanol__cyclopentane;1-propanol;cyclopentane;CCCO;C1CCCC1;63.0;0.0;39.0;0.0;0.0;0.0;0.0;102.0
105;toluene__octane;toluene;octane;Cc1ccccc1;CCCCCCCC;88.0;0.0;13.0;0.0;0.0;0.0;0.0;101.0
91;tetralin__isobutylbenzene;tetralin;isobutylbenzene;C1CCc2ccccc2C1;CC(C)Cc1ccccc1;100.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
92;heptane__methyl tert-butyl ether;heptane;methyl tert-butyl ether;CCCCCCC;COC(C)(C)C;99.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0
94;ethanol__2-methyl-2-butanol;ethanol;2-methyl-2-butanol;CCO;CCC(C)(C)O;98.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0
93;ethanol__3-methyl-1-butanol;ethanol;3-methyl-1-butanol;CCO;CC(C)CCO;98.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0
235;1,2-dimethylbenzene__1-nonanol;1,2-dimethylbenzene;1-nonanol;Cc1ccccc1C;CCCCCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
230;hexane__1-octanol;hexane;1-octanol;CCCCCC;CCCCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
229;1-octanol__decane;1-octanol;decane;CCCCCCCCO;CCCCCCCCCC;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
236;tetrahydrofuran__octyl alcohol;tetrahydrofuran;octyl alcohol;C1CCOC1;CCCCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
191;1,3,5-trimethylbenzene__methylcyclohexane;1,3,5-trimethylbenzene;methylcyclohexane;Cc1cc(C)cc(C)c1;CC1CCCCC1;59.0;0.0;37.0;0.0;0.0;0.0;0.0;96.0
216;benzene__2-ethyl-1-hexanol;benzene;2-ethyl-1-hexanol;c1ccccc1;CCCCC(CC)CO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
217;2-methoxyethanol__1-octanol;2-methoxyethanol;1-octanol;COCCO;CCCCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
226;octane__1-octanol;octane;1-octanol;CCCCCCCC;CCCCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
225;tetrahydrofuran__n-hexyl alcohol;tetrahydrofuran;n-hexyl alcohol;C1CCOC1;CCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
215;ethylbenzene__1-nonanol;ethylbenzene;1-nonanol;CCc1ccccc1;CCCCCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
224;1,4-dimethylbenzene__1-nonanol;1,4-dimethylbenzene;1-nonanol;Cc1ccc(C)cc1;CCCCCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
223;2-methoxyethanol__1-hexanol;2-methoxyethanol;1-hexanol;COCCO;CCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
218;1,3-dimethylbenzene__1-nonanol;1,3-dimethylbenzene;1-nonanol;Cc1cccc(C)c1;CCCCCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
190;1,4-dimethylbenzene__methylcyclohexane;1,4-dimethylbenzene;methylcyclohexane;Cc1ccc(C)cc1;CC1CCCCC1;59.0;0.0;37.0;0.0;0.0;0.0;0.0;96.0
232;1-butanol__decane;1-butanol;decane;CCCCO;CCCCCCCCCC;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
596;methanol__2-methyl-2-propanol;methanol;2-methyl-2-propanol;CO;CC(C)(C)O;0.0;0.0;0.0;95.0;0.0;0.0;0.0;95.0
320;1-butanol__2-methyltetrahydrofuran;1-butanol;2-methyltetrahydrofuran;CCCCO;CC1CCCO1;27.0;0.0;34.0;0.0;33.0;0.0;0.0;94.0
138;1-butanol__water;1-butanol;water;CCCCO;O;75.0;8.0;11.0;0.0;0.0;0.0;0.0;94.0
203;1-butanol__heptane;1-butanol;heptane;CCCCO;CCCCCCC;55.0;0.0;0.0;0.0;38.0;0.0;0.0;93.0
98;1,2-dimethoxyethane__water;1,2-dimethoxyethane;water;COCCOC;O;93.0;0.0;0.0;0.0;0.0;0.0;0.0;93.0
99;benzene__2,2,4-trimethylpentane;benzene;2,2,4-trimethylpentane;c1ccccc1;CC(C)CC(C)(C)C;92.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0
209;ethylbenzene__methylcyclohexane;ethylbenzene;methylcyclohexane;CCc1ccccc1;CC1CCCCC1;52.0;0.0;39.0;0.0;0.0;0.0;0.0;91.0
241;2-butoxyethan-1-ol__water;2-butoxyethan-1-ol;water;CCCCOCCO;O;45.0;0.0;45.0;0.0;0.0;0.0;0.0;90.0
245;2-(2-methylpropoxy)ethanol__water;2-(2-methylpropoxy)ethanol;water;CC(C)COCCO;O;45.0;0.0;45.0;0.0;0.0;0.0;0.0;90.0
101;oxacyclopentane__water;oxacyclopentane;water;C1CCOC1;O;90.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0
269;1-butanol__cyclopentane;1-butanol;cyclopentane;CCCCO;C1CCCC1;39.0;0.0;39.0;0.0;11.0;0.0;0.0;89.0
213;1-propanol__cyclohexane;1-propanol;cyclohexane;CCCO;C1CCCCC1;50.0;0.0;39.0;0.0;0.0;0.0;0.0;89.0
106;glycerol__2-propanol;glycerol;2-propanol;OCC(O)CO;CC(C)O;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
110;glycerol__1-propanol;glycerol;1-propanol;OCC(O)CO;CCCO;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
109;ethyl alcohol__propan-1-ol;ethyl alcohol;propan-1-ol;CCO;CCCO;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
107;ethyl alcohol__pentan-1-ol;ethyl alcohol;pentan-1-ol;CCO;CCCCCO;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
103;glycerol__1,2-propanediol;glycerol;1,2-propanediol;OCC(O)CO;CC(O)CO;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
104;glycerol__1,3-propanediol;glycerol;1,3-propanediol;OCC(O)CO;OCCCO;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
102;ethyl alcohol__n-butyl alcohol;ethyl alcohol;n-butyl alcohol;CCO;CCCCO;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
246;2-methoxyethanol__ethanol, 2-ethoxy-;2-methoxyethanol;ethanol, 2-ethoxy-;COCCO;CCOCCO;44.0;0.0;44.0;0.0;0.0;0.0;0.0;88.0
140;2-propanol__1,3-dioxolane;2-propanol;1,3-dioxolane;CC(C)O;C1COCO1;74.0;0.0;11.0;0.0;0.0;0.0;0.0;85.0
112;1,2-dihydroxyethane__water;1,2-dihydroxyethane;water;OCCO;O;85.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0
117;1-heptanol__2,2,4-trimethylpentane;1-heptanol;2,2,4-trimethylpentane;CCCCCCCO;CC(C)CC(C)(C)C;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
252;toluene__2-hexanol;toluene;2-hexanol;Cc1ccccc1;CCCCC(C)O;42.0;0.0;42.0;0.0;0.0;0.0;0.0;84.0
255;toluene__2-heptanol;toluene;2-heptanol;Cc1ccccc1;CCCCCC(C)O;42.0;0.0;42.0;0.0;0.0;0.0;0.0;84.0
114;2-propanol__pentane, 2,2,4-trimethyl-;2-propanol;pentane, 2,2,4-trimethyl-;CC(C)O;CC(C)CC(C)(C)C;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
115;tetrahydropyran__pentane, 2,2,4-trimethyl-;tetrahydropyran;pentane, 2,2,4-trimethyl-;C1CCOCC1;CC(C)CC(C)(C)C;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
257;toluene__2-octanol;toluene;2-octanol;Cc1ccccc1;CCCCCCC(C)O;42.0;0.0;42.0;0.0;0.0;0.0;0.0;84.0
119;2-propanol__tetrahydropyran;2-propanol;tetrahydropyran;CC(C)O;C1CCOCC1;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
120;ethanol__benzyl alcohol;ethanol;benzyl alcohol;CCO;OCc1ccccc1;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
116;1-hexanol__2,2,4-trimethylpentane;1-hexanol;2,2,4-trimethylpentane;CCCCCCO;CC(C)CC(C)(C)C;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
305;1-butanol__methylcyclohexane;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;33.0;0.0;11.0;0.0;38.0;0.0;0.0;82.0
122;1-butanol__2-methyl-1-propanol;1-butanol;2-methyl-1-propanol;CCCCO;CC(C)CO;81.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0
261;1,2-benzenediol__water;1,2-benzenediol;water;Oc1ccccc1O;O;40.0;0.0;40.0;0.0;0.0;0.0;0.0;80.0
125;2-methyl-1-propanol__water;2-methyl-1-propanol;water;CC(C)CO;O;79.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0
126;1-pentanol__2,2,4-trimethylpentane;1-pentanol;2,2,4-trimethylpentane;CCCCCO;CC(C)CC(C)(C)C;79.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0
274;2-methyl-2-propanol__tert-butyl ethyl ether;2-methyl-2-propanol;tert-butyl ethyl ether;CC(C)(C)O;CCOC(C)(C)C;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
279;ethanol__tert-butyl ethyl ether;ethanol;tert-butyl ethyl ether;CCO;CCOC(C)(C)C;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
277;2-methyl-2-butanol__tetrahydrofuran;2-methyl-2-butanol;tetrahydrofuran;CCC(C)(C)O;C1CCOC1;39.0;0.0;0.0;0.0;0.0;0.0;39.0;78.0
276;cyclopentane__2-pentanol;cyclopentane;2-pentanol;C1CCCC1;CCCC(C)O;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
264;ethanol__cyclopentane;ethanol;cyclopentane;CCO;C1CCCC1;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
265;toluene__tert-butyl ethyl ether;toluene;tert-butyl ethyl ether;Cc1ccccc1;CCOC(C)(C)C;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
275;2,2,4-trimethylpentane__tert-butyl ethyl ether;2,2,4-trimethylpentane;tert-butyl ethyl ether;CC(C)CC(C)(C)C;CCOC(C)(C)C;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
263;2-propanol__cyclopentane;2-propanol;cyclopentane;CC(C)O;C1CCCC1;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
273;ethylbenzene__cyclohexane;ethylbenzene;cyclohexane;CCc1ccccc1;C1CCCCC1;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
272;benzene__tert-butyl ethyl ether;benzene;tert-butyl ethyl ether;c1ccccc1;CCOC(C)(C)C;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
271;ethylbenzene__tert-butyl ethyl ether;ethylbenzene;tert-butyl ethyl ether;CCc1ccccc1;CCOC(C)(C)C;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
268;triethylene glycol__ethanol, 2-propoxy-;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;39.0;0.0;0.0;39.0;0.0;0.0;0.0;78.0
267;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;39.0;0.0;0.0;39.0;0.0;0.0;0.0;78.0
130;ethanol__n-octane;ethanol;n-octane;CCO;CCCCCCCC;77.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0
128;1,2-ethanediol__3-methylphenol;1,2-ethanediol;3-methylphenol;OCCO;Cc1cccc(O)c1;77.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0
132;1-pentanol__n-octane;1-pentanol;n-octane;CCCCCO;CCCCCCCC;77.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0
131;1-butanol__n-octane;1-butanol;n-octane;CCCCO;CCCCCCCC;77.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0
136;1-propanol__n-octane;1-propanol;n-octane;CCCO;CCCCCCCC;77.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0
133;1-octanol__1-nonanol;1-octanol;1-nonanol;CCCCCCCCO;CCCCCCCCCO;77.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0
135;4-methylphenol__1,2-ethanediol;4-methylphenol;1,2-ethanediol;Cc1ccc(O)cc1;OCCO;77.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0
600;ethanol__2-propanol;ethanol;2-propanol;CCO;CC(C)O;0.0;0.0;0.0;0.0;76.0;0.0;0.0;76.0
139;1,5-hexanediol__water;1,5-hexanediol;water;CC(O)CCCCO;O;75.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0
601;ethanol__1-propanol;ethanol;1-propanol;CCO;CCCO;0.0;0.0;0.0;0.0;74.0;0.0;0.0;74.0
282;o-xylene__tetrahydropyran;o-xylene;tetrahydropyran;Cc1ccccc1C;C1CCOCC1;36.0;0.0;36.0;0.0;0.0;0.0;0.0;72.0
144;1-butanol__2-methyl-2-propanol;1-butanol;2-methyl-2-propanol;CCCCO;CC(C)(C)O;72.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0
