;Mixture;x1;x2;SMILES1;SMILES2;Count dens binary;Count actcoeff binary;Count sos binary;Count dielec binary;Count eme binary;Count emcp binary;Mixture Count emv binary;Mixture Count all
259;2,2,4-trimethylpentane__1,3-dioxolane;2,2,4-trimethylpentane;1,3-dioxolane;CC(C)CC(C)(C)C;C1COCO1;63.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0
268;cyclohexane__tetrahydropyran;cyclohexane;tetrahydropyran;C1CCCCC1;C1CCOCC1;0.0;0.0;13.0;0.0;32.0;0.0;14.0;59.0
271;ethanol, 2-ethoxy-__cyclohexane;ethanol, 2-ethoxy-;cyclohexane;CCOCCO;C1CCCCC1;0.0;0.0;0.0;0.0;58.0;0.0;0.0;58.0
274;1-hexanol__1,4-dioxane;1-hexanol;1,4-dioxane;CCCCCCO;C1COCCO1;56.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0
275;n-propanol__water;n-propanol;water;CCCO;O;56.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0
277;2-propanol__1-propanol;2-propanol;1-propanol;CC(C)O;CCCO;55.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0
284;1-propanol__isopropyl ether;1-propanol;isopropyl ether;CCCO;CC(C)OC(C)C;32.0;0.0;21.0;0.0;0.0;0.0;0.0;53.0
287;cyclohexane__1,4-dioxane;cyclohexane;1,4-dioxane;C1CCCCC1;C1COCCO1;0.0;0.0;33.0;0.0;19.0;0.0;0.0;52.0
298;1-pentanol__cyclohexane;1-pentanol;cyclohexane;CCCCCO;C1CCCCC1;0.0;0.0;0.0;0.0;51.0;0.0;0.0;51.0
299;hexane__ethanol, 2-ethoxy-;hexane;ethanol, 2-ethoxy-;CCCCCC;CCOCCO;0.0;0.0;0.0;0.0;51.0;0.0;0.0;51.0
307;2,2,4-trimethylpentane__butane, 2-methoxy-2-methyl-;2,2,4-trimethylpentane;butane, 2-methoxy-2-methyl-;CC(C)CC(C)(C)C;CCC(C)(C)OC;48.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0
318;1-hexanol__heptane;1-hexanol;heptane;CCCCCCO;CCCCCCC;45.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0
319;isopropanol__isobutyl alcohol;isopropanol;isobutyl alcohol;CC(C)O;CC(C)CO;45.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0
321;n-propyl alcohol__isobutyl alcohol;n-propyl alcohol;isobutyl alcohol;CCCO;CC(C)CO;44.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0
325;1-propanol__methylcyclohexane;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;33.0;0.0;11.0;0.0;0.0;0.0;0.0;44.0
329;2-methyl-1-propanol__methylcyclohexane;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;33.0;0.0;11.0;0.0;0.0;0.0;0.0;44.0
330;methylcyclohexane__3-methyl-1-butanol;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;33.0;0.0;11.0;0.0;0.0;0.0;0.0;44.0
332;2-propanol__methylcyclohexane;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;33.0;0.0;11.0;0.0;0.0;0.0;0.0;44.0
