,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Excess molar heat capacity, J/K/mol","Excess molar heat capacity, J/K/mol_std"
644280,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.09514,2.2,0.2
644281,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.12445,2.38,0.2
644282,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.14906,2.35,0.2
644283,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.17311,2.29,0.2
644284,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.29027,1.6,0.2
644285,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.40764,0.98,0.2
644286,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.46407,0.78,0.2
644287,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.60656,0.035,0.2
644288,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.69588,0.15,0.2
644289,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.804,-0.07,0.2
644290,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.88645,-0.3,0.2
644291,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.93949,-0.21,0.2
644292,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.00991,0.37,0.2
644293,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.02619,0.74,0.2
644294,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.04637,1.5,0.2
644295,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.07516,2.17,0.2
644296,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.09514,2.5,0.2
644297,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.12445,2.76,0.2
644298,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.14906,2.82,0.2
644299,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.22025,2.62,0.2
644300,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.29027,2.42,0.2
644301,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.40764,1.82,0.2
644302,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.46407,1.58,0.2
644303,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.60656,0.96,0.2
644304,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.69588,0.63,0.2
644305,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.804,0.18,0.2
644306,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.88645,-0.14,0.2
644307,j.fluid.2013.06.041,"1,2-ethanediol",water,OCCO,O,"1,2-ethanediol__water",0.93949,-0.09,0.2
644408,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.02216,1.78,0.2
644409,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.05617,3.3,0.2
644410,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.07845,4.67,0.2
644411,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.12242,5.38,0.2
644412,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.1545,5.22,0.2
644413,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.16673,4.94,0.2
644414,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.18733,4.62,0.2
644415,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.22724,4.15,0.2
644416,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.28785,2.67,0.2
644417,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.39653,1.6,0.2
644418,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.48629,0.67,0.2
644419,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.52742,0.69,0.2
644420,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.63877,0.77,0.2
644421,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.75296,0.72,0.2
644422,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.77572,0.8,0.2
644423,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.90446,0.26,0.2
644424,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.96768,0.09,0.2
644425,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.02216,2.01,0.2
644426,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.05617,3.57,0.2
644427,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.07845,5.18,0.2
644428,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.12242,6.18,0.2
644429,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.1545,6.19,0.2
644430,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.16673,6.02,0.2
644431,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.18733,5.79,0.2
644432,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.22724,5.41,0.2
644433,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.28785,4.01,0.2
644434,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.39653,3.11,0.2
644435,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.48629,1.88,0.2
644436,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.52742,1.74,0.2
644437,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.63877,1.63,0.2
644438,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.75296,1.32,0.2
644439,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.77572,1.04,0.2
644440,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.90446,0.38,0.2
644441,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.96768,-0.08,0.2
644442,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.02216,1.98,0.2
644443,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.05617,3.62,0.2
644444,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.07845,5.29,0.2
644445,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.12242,6.43,0.2
644446,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.1545,6.5,0.2
644447,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.16673,6.37,0.2
644448,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.18733,6.18,0.2
644449,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.22724,5.86,0.2
644450,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.28785,4.52,0.2
644451,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.39653,3.65,0.2
644452,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.48629,2.34,0.2
644453,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.52742,2.17,0.2
644454,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.63877,1.97,0.2
644455,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.75296,1.55,0.2
644456,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.77572,1.24,0.2
644457,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.90446,0.11,0.2
644458,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.96768,-0.13,0.2
644459,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.02216,1.95,0.2
644460,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.05617,3.63,0.2
644461,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.07845,5.35,0.2
644462,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.12242,6.6,0.2
644463,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.1545,6.73,0.2
644464,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.16673,6.62,0.2
644465,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.18733,6.49,0.2
644466,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.22724,6.21,0.2
644467,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.28785,4.94,0.2
644468,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.39653,4.08,0.2
644469,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.48629,2.75,0.2
644470,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.52742,2.58,0.2
644471,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.63877,2.3,0.2
644472,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.75296,1.76,0.2
644473,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.77572,1.47,0.2
644474,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.90446,0.14,0.2
644475,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.96768,-0.15,0.2
644476,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.02216,1.84,0.2
644477,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.05617,3.59,0.2
644478,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.07845,5.39,0.2
644479,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.12242,6.81,0.2
644480,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.1545,6.96,0.2
644481,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.16673,6.95,0.2
644482,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.18733,6.9,0.2
644483,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.22724,6.72,0.2
644484,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.28785,5.62,0.2
644485,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.39653,4.77,0.2
644486,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.48629,3.53,0.2
644487,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.52742,3.35,0.2
644488,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.63877,3.01,0.2
644489,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.75296,2.18,0.2
644490,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.77572,1.96,0.2
644491,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.90446,0.32,0.2
644492,j.fluid.2013.06.041,"1,2-propanediol",water,CC(O)CO,O,"1,2-propanediol__water",0.96768,-0.06,0.2
644583,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.02483,1.28,0.2
644584,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.03693,1.89,0.2
644585,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.05016,2.35,0.2
644586,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.07515,2.54,0.2
644587,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.14014,2.24,0.2
644588,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.15035,2.2,0.2
644589,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.299,1.59,0.2
644590,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.39819,1.31,0.2
644591,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.4976,1.26,0.2
644592,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.59552,1.15,0.2
644593,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.7902,0.98,0.2
644594,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.94548,0.48,0.2
644595,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.02483,1.4,0.2
644596,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.03693,2.08,0.2
644597,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.05016,2.72,0.2
644598,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.07515,3.22,0.2
644599,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.14014,3.61,0.2
644600,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.15035,3.67,0.2
644601,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.299,3.18,0.2
644602,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.39819,2.66,0.2
644603,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.4976,2.34,0.2
644604,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.59552,1.92,0.2
644605,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.70253,1.71,0.2
644606,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.7902,1.19,0.2
644607,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.94548,0.53,0.2
644608,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.02483,1.43,0.2
644609,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.03693,2.13,0.2
644610,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.05016,2.83,0.2
644611,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.07515,3.44,0.2
644612,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.14014,4.11,0.2
644613,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.15035,4.21,0.2
644614,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.299,3.84,0.2
644615,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.39819,3.28,0.2
644616,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.4976,2.82,0.2
644617,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.59552,2.33,0.2
644618,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.70253,1.95,0.2
644619,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.7902,1.3,0.2
644620,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.94548,0.58,0.2
644621,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.02483,1.44,0.2
644622,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.03693,2.16,0.2
644623,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.05016,2.9,0.2
644624,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.07515,3.59,0.2
644625,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.14014,4.52,0.2
644626,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.15035,4.64,0.2
644627,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.299,4.43,0.2
644628,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.39819,3.85,0.2
644629,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.4976,3.25,0.2
644630,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.59552,2.74,0.2
644631,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.70253,2.2,0.2
644632,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.7902,1.4,0.2
644633,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.94548,0.61,0.2
644634,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.02483,1.46,0.2
644635,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.03693,2.26,0.2
644636,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.05016,2.99,0.2
644637,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.07515,3.8,0.2
644638,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.14014,5.08,0.2
644639,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.15035,5.27,0.2
644640,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.299,5.44,0.2
644641,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.39819,4.81,0.2
644642,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.4976,4.02,0.2
644643,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.59552,3.48,0.2
644644,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.70253,2.64,0.2
644645,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.7902,1.49,0.2
644646,j.fluid.2013.06.041,"1,3-propanediol",water,OCCCO,O,"1,3-propanediol__water",0.94548,0.55,0.2
644756,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.00538,1.24,0.2
644757,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.01312,2.19,0.2
644758,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02505,3.41,0.2
644759,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02518,3.17,0.2
644760,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.03528,4.45,0.2
644761,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.04842,5.39,0.2
644762,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.0574,6.22,0.2
644763,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.07589,6.43,0.2
644764,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.08236,6.7,0.2
644765,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.09032,6.66,0.2
644766,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.10046,6.94,0.2
644767,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,6.87,0.2
644768,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,6.85,0.2
644769,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,6.33,0.2
644770,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,5.63,0.2
644771,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.39721,4.75,0.2
644772,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,4.04,0.2
644773,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,3.29,0.2
644774,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,2.95,0.2
644775,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,2.92,0.2
644776,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,1.38,0.2
644777,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,0.81,0.2
644778,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.00538,1.14,0.2
644779,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.01312,2.16,0.2
644780,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02505,3.49,0.2
644781,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02518,3.34,0.2
644782,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.03528,4.6,0.2
644783,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.04842,5.61,0.2
644784,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.0574,6.53,0.2
644785,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.07589,7.15,0.2
644786,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.08236,7.51,0.2
644787,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.09032,7.65,0.2
644788,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.10046,8.03,0.2
644789,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,8.33,0.2
644790,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,8.37,0.2
644791,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,8.24,0.2
644792,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,7.75,0.2
644793,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.39721,6.83,0.2
644794,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,5.92,0.2
644795,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,5.08,0.2
644796,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,4.32,0.2
644797,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,3.47,0.2
644798,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,2.21,0.2
644799,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,1.14,0.2
644800,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.00538,1.06,0.2
644801,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.01312,2.08,0.2
644802,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02505,3.5,0.2
