,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Temperature, K","Pressure, kPa","Excess molar heat capacity, J/K/mol","Excess molar heat capacity, J/K/mol_std"
644767,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,283.15,101.0,6.87,0.2
644768,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,283.15,101.0,6.85,0.2
644769,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,283.15,101.0,6.33,0.2
644770,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,283.15,101.0,5.63,0.2
644771,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.39721,283.15,101.0,4.75,0.2
644772,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,283.15,101.0,4.04,0.2
644773,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,283.15,101.0,3.29,0.2
644774,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,283.15,101.0,2.95,0.2
644775,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,283.15,101.0,2.92,0.2
644776,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,283.15,101.0,1.38,0.2
644777,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,283.15,101.0,0.81,0.2
644778,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.00538,293.15,101.0,1.14,0.2
644779,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.01312,293.15,101.0,2.16,0.2
644780,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02505,293.15,101.0,3.49,0.2
644781,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02518,293.15,101.0,3.34,0.2
644782,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.03528,293.15,101.0,4.6,0.2
644783,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.04842,293.15,101.0,5.61,0.2
644784,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.0574,293.15,101.0,6.53,0.2
644785,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.07589,293.15,101.0,7.15,0.2
644786,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.08236,293.15,101.0,7.51,0.2
644787,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.09032,293.15,101.0,7.65,0.2
644788,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.10046,293.15,101.0,8.03,0.2
644789,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,293.15,101.0,8.33,0.2
644790,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,293.15,101.0,8.37,0.2
644791,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,293.15,101.0,8.24,0.2
644792,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,293.15,101.0,7.75,0.2
644793,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.39721,293.15,101.0,6.83,0.2
644794,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,293.15,101.0,5.92,0.2
644795,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,293.15,101.0,5.08,0.2
644796,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,293.15,101.0,4.32,0.2
644797,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,293.15,101.0,3.47,0.2
644798,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,293.15,101.0,2.21,0.2
644799,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,293.15,101.0,1.14,0.2
644800,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.00538,298.15,101.0,1.06,0.2
644801,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.01312,298.15,101.0,2.08,0.2
644802,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02505,298.15,101.0,3.5,0.2
644803,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02518,298.15,101.0,3.32,0.2
644804,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.03528,298.15,101.0,4.58,0.2
644805,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.04842,298.15,101.0,5.64,0.2
644806,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.0574,298.15,101.0,6.59,0.2
644807,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.07589,298.15,101.0,7.34,0.2
644808,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.08236,298.15,101.0,7.71,0.2
644809,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.09032,298.15,101.0,7.89,0.2
644810,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.10046,298.15,101.0,8.38,0.2
644811,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,298.15,101.0,8.81,0.2
644812,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,298.15,101.0,8.87,0.2
644813,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,298.15,101.0,9.84,0.2
644814,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,298.15,101.0,8.91,0.2
644815,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.39721,298.15,101.0,7.7,0.2
644816,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,298.15,101.0,6.8,0.2
644817,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,298.15,101.0,5.88,0.2
644818,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,298.15,101.0,4.96,0.2
644819,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,298.15,101.0,3.89,0.2
644820,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,298.15,101.0,2.5,0.2
644821,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,298.15,101.0,1.34,0.2
644822,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.00538,303.15,101.0,1.01,0.2
644823,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.01312,303.15,101.0,2.01,0.2
644824,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02505,303.15,101.0,3.52,0.2
644825,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02518,303.15,101.0,3.28,0.2
644826,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.03528,303.15,101.0,4.53,0.2
644827,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.04842,303.15,101.0,5.65,0.2
644828,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.0574,303.15,101.0,6.62,0.2
644829,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.07589,303.15,101.0,7.46,0.2
644830,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.08236,303.15,101.0,7.85,0.2
644831,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.09032,303.15,101.0,8.04,0.2
644832,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.10046,303.15,101.0,8.63,0.2
644833,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,303.15,101.0,9.17,0.2
644834,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,303.15,101.0,9.24,0.2
644835,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,303.15,101.0,10.39,0.2
644836,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,303.15,101.0,9.42,0.2
644837,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,303.15,101.0,7.63,0.2
644838,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,303.15,101.0,6.64,0.2
644839,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,303.15,101.0,5.57,0.2
644840,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,303.15,101.0,4.33,0.2
644841,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,303.15,101.0,2.79,0.2
644842,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,303.15,101.0,1.56,0.2
644843,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.00538,313.15,101.0,1.1,0.2
644844,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.01312,313.15,101.0,1.92,0.2
644845,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02505,313.15,101.0,3.58,0.2
644846,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02518,313.15,101.0,3.33,0.2
644847,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.03528,313.15,101.0,4.52,0.2
644848,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.04842,313.15,101.0,5.67,0.2
644849,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.0574,313.15,101.0,6.68,0.2
644850,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.07589,313.15,101.0,7.6,0.2
644851,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.08236,313.15,101.0,8.09,0.2
644852,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.09032,313.15,101.0,8.25,0.2
644853,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.10046,313.15,101.0,8.9,0.2
644854,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,313.15,101.0,9.74,0.2
644855,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,313.15,101.0,9.77,0.2
644856,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,313.15,101.0,11.21,0.2
644857,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,313.15,101.0,10.66,0.2
644858,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.39721,313.15,101.0,10.31,0.2
644859,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,313.15,101.0,9.13,0.2
644860,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,313.15,101.0,8.11,0.2
644861,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,313.15,101.0,6.8,0.2
644862,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,313.15,101.0,5.14,0.2
644863,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,313.15,101.0,3.63,0.2
644864,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,313.15,101.0,2.03,0.2
644925,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.04991,283.15,101.0,-0.16,0.2
644926,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.09952,283.15,101.0,-2.47,0.2
644927,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.19886,283.15,101.0,-2.23,0.2
644928,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.40147,283.15,101.0,-2.3,0.2
644929,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.48414,283.15,101.0,-1.96,0.2
644930,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.55355,283.15,101.0,-0.78,0.2
644931,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.69719,283.15,101.0,-1.03,0.2
644932,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.79271,283.15,101.0,-0.6,0.2
644933,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.88217,283.15,101.0,-1.35,0.2
644934,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.9437,283.15,101.0,0.04,0.2
644935,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.97842,283.15,101.0,-1.61,0.2
644936,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.04991,293.15,101.0,0.35,0.2
644937,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.09952,293.15,101.0,-0.23,0.2
644938,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.19886,293.15,101.0,0.68,0.2
644939,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.29881,293.15,101.0,1.31,0.2
644940,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.40147,293.15,101.0,0.89,0.2
644941,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.48414,293.15,101.0,1.13,0.2
644942,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.55355,293.15,101.0,1.45,0.2
644943,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.69719,293.15,101.0,0.9,0.2
644944,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.79271,293.15,101.0,0.92,0.2
644945,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.88217,293.15,101.0,0.82,0.2
644946,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.9437,293.15,101.0,0.68,0.2
644947,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.09952,298.15,101.0,0.87,0.2
644948,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.19886,298.15,101.0,1.97,0.2
644949,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.29881,298.15,101.0,2.52,0.2
644950,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.40147,298.15,101.0,2.19,0.2
644951,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.48414,298.15,101.0,2.22,0.2
644952,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.55355,298.15,101.0,2.33,0.2
644953,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.69719,298.15,101.0,1.63,0.2
644954,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.79271,298.15,101.0,1.26,0.2
644955,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.88217,298.15,101.0,0.94,0.2
644956,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.9437,298.15,101.0,0.47,0.2
644957,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.04991,303.15,101.0,1.74,0.2
644958,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.09952,303.15,101.0,1.95,0.2
644959,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.19886,303.15,101.0,3.16,0.2
644960,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.29881,303.15,101.0,3.76,0.2
644961,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.40147,303.15,101.0,3.35,0.2
644962,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.48414,303.15,101.0,3.15,0.2
644963,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.55355,303.15,101.0,3.16,0.2
644964,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.69719,303.15,101.0,2.27,0.2
644965,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.79271,303.15,101.0,1.52,0.2
644966,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.88217,303.15,101.0,0.89,0.2
644967,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.9437,303.15,101.0,0.22,0.2
644968,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.04991,313.15,101.0,2.85,0.2
644969,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.09952,313.15,101.0,3.92,0.2
644970,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.19886,313.15,101.0,5.28,0.2
644971,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.29881,313.15,101.0,5.95,0.2
644972,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.40147,313.15,101.0,5.35,0.2
644973,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.48414,313.15,101.0,4.97,0.2
644974,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.69719,313.15,101.0,3.48,0.2
644975,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.79271,313.15,101.0,2.27,0.2
644976,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.88217,313.15,101.0,1.65,0.2
644977,j.fluid.2013.06.041,"1,2-hexanediol",water,CCCCC(O)CO,O,"1,2-hexanediol__water",0.9437,313.15,101.0,0.62,0.2
